"ID","Collection","ENS","Minting Date","Tx Count","Power"
"4001","0xd96d9dabeff4057212f427d4df87b3e6216b5504","","Tue, 17 Sep 2019 19:20:36 GMT","1","1"
"4548","0x476791bb7a946fddb419de7f6b90f7219946f319","","Wed, 09 Oct 2019 08:29:32 GMT","1","17"
"4889","0x214b8f7501624248438bc7a4db15f7899e38e537","alexo.argent.xyz","Mon, 21 Oct 2019 16:59:56 GMT","1","9"
"4951","0xb967ec71a71771df5f669c13541b59108dbfaf48","","Sun, 27 Oct 2019 11:41:43 GMT","1","12"
"4981","0xeaadcf8a431e48ebd73ce81e240b2c13c690b601","shouldhaveboughtmore.eth","Wed, 30 Oct 2019 11:31:08 GMT","1","11"
"5014","0x99105365d51250c71fbb0d59113a80996b301cbd","","Thu, 07 Nov 2019 02:47:55 GMT","1","9"
"5231","0xa2bf1b0a7e079767b4701b5a1d9d5700eb42d1d1","kennethng.eth","Sat, 09 Nov 2019 03:05:21 GMT","1","24"
"5339","0x255a827b8172a4ef2c3cf36d6f86745bc67484c4","","Thu, 14 Nov 2019 20:04:38 GMT","1","6"
"5354","0x8dc296c44155b40e700690234ce69c1dacd3ed12","lenklah.eth","Mon, 25 Nov 2019 20:41:26 GMT","1","44"
"6137","0x7c080bf97bf09b8ed84784f08d5c8663b7c0d7c7","libby.eth","Sat, 15 Feb 2020 03:57:06 GMT","1","6"
"6907","0xd3ed2b8756b942c98c851722f3bd507a17b4745f","","Sat, 07 Mar 2020 13:39:01 GMT","1","51"
"6970","0xe6056f52719cbc225d7093b50180b4eacf024909","","Tue, 10 Mar 2020 20:46:20 GMT","1","28"
"7320","0x52c78fc7ae6dec7c9fd9a77bba80a58ce2fae474","martintel.argent.xyz","Tue, 17 Mar 2020 21:30:03 GMT","1","110"
"7844","0xc7a14f97ca063ad5aac3adc837d09e9f13ba63fa","franzi.eth","Wed, 01 Apr 2020 18:03:54 GMT","1","40"
"8168","0xac4361f56c82ed59d533d45129f407015d84702a","ethosdev.eth","Sat, 18 Apr 2020 23:10:31 GMT","1","175"
"16713","0x6dfafe40fb06bebdc5f44d9d085da6328e281db8","ethereumnetwork.eth","Thu, 24 Sep 2020 08:40:44 GMT","1","18"
"32284","0x5040356780ff3b3a419b966b7a0b013af814dcbe","palla.eth","Thu, 12 Nov 2020 17:09:40 GMT","1","48"
"38493","0xe7fe2a9d8fa0f37b33f994dff5b4a3219fe343a2","","Tue, 08 Dec 2020 16:20:05 GMT","1","23"
"261719","0x2fe31e981032bfcd71cce70a4ab5e4214f8b4860","liam.eth","Sun, 23 May 2021 22:07:25 GMT","1","23"
"346150","0x068484f7bd2b7d7c5a698d89e75ddcaf3a92b879","","Sun, 13 Jun 2021 21:15:55 GMT","1","54"
"787905","0x13ebd3443fa5575f0eb173e323d8419f7452cfb1","abcoathup.eth","Wed, 18 Aug 2021 10:23:10 GMT","1","59"
"2848549","0x693edbcf118ec982f5a8101498b6c789470b0b89","skylar.eth","Sun, 28 Nov 2021 12:03:20 GMT","1","25"
